"Nr","ID","Examination_nr","Examination_type_nr","Task_type","target","performed","Date"
1048,31,1,1,"abduction",61.6,87.1,"2018-03-02 18:25:06"
1049,31,1,1,"abduction",90.7,105.2,"2018-03-02 18:25:20"
1050,31,1,1,"abduction",120.3,125.9,"2018-03-02 18:25:33"
1051,31,1,1,"abduction",60.5,65.6,"2018-03-02 18:25:48"
1052,31,1,1,"abduction",90.4,104.6,"2018-03-02 18:26:01"
1053,31,1,1,"abduction",119.8,127.1,"2018-03-02 18:26:24"
1054,31,1,1,"abduction",58,68.2,"2018-03-02 18:26:37"
1055,31,1,1,"abduction",92.1,86.4,"2018-03-02 18:26:54"
1056,31,1,1,"abduction",119.1,121.5,"2018-03-02 18:27:08"
1057,31,1,2,"flexion",62.6,69.9,"2018-03-02 18:29:54"
1058,31,1,2,"flexion",91.5,81.6,"2018-03-02 18:30:08"
1059,31,1,2,"flexion",120.1,119,"2018-03-02 18:30:23"
1060,31,1,2,"flexion",61.3,73.6,"2018-03-02 18:30:43"
1061,31,1,2,"flexion",90.9,81.5,"2018-03-02 18:30:57"
1062,31,1,2,"flexion",120,116.8,"2018-03-02 18:31:12"
1063,31,1,2,"flexion",62,79,"2018-03-02 18:31:25"
1064,31,1,2,"flexion",90.9,97.3,"2018-03-02 18:31:38"
1065,31,1,2,"flexion",120.3,114.1,"2018-03-02 18:31:51"
1066,31,1,2,"flexion",62.1,77.3,"2018-03-02 18:32:04"
1067,31,1,2,"flexion",92,93.1,"2018-03-02 18:32:16"
1068,31,1,2,"flexion",119.7,116.1,"2018-03-02 18:32:31"
1069,31,1,2,"flexion",64.1,82.7,"2018-03-02 18:32:44"
1070,31,1,2,"flexion",91.1,96.9,"2018-03-02 18:32:57"
1071,31,1,2,"flexion",118.8,115.3,"2018-03-02 18:33:10"
1072,32,1,1,"abduction",60.3,58.5,"2018-03-02 19:04:12"
1075,32,1,1,"abduction",89.6,87.8,"2018-03-02 19:04:53"
1076,32,1,1,"abduction",116.2,119.3,"2018-03-02 19:05:27"
1077,32,1,1,"abduction",60.7,63.7,"2018-03-02 19:05:42"
1078,32,1,1,"abduction",89.2,97.4,"2018-03-02 19:05:59"
1079,32,1,1,"abduction",111.9,123.2,"2018-03-02 19:06:14"
1080,32,1,1,"abduction",58.4,61.4,"2018-03-02 19:06:25"
1081,32,1,1,"abduction",78.7,91.7,"2018-03-02 19:06:38"
1082,32,1,1,"abduction",120.2,135.3,"2018-03-02 19:06:51"
1083,32,1,1,"abduction",58.9,74.7,"2018-03-02 19:07:03"
1084,32,1,1,"abduction",88.7,86.2,"2018-03-02 19:07:15"
1085,32,1,1,"abduction",119.3,132.8,"2018-03-02 19:07:25"
1086,32,1,1,"abduction",56.2,60.8,"2018-03-02 19:07:38"
1087,32,1,1,"abduction",88.6,95.2,"2018-03-02 19:07:49"
1088,32,1,1,"abduction",121.8,133.1,"2018-03-02 19:08:12"
1089,32,1,2,"flexion",60.6,77.2,"2018-03-02 19:09:24"
1090,32,1,2,"flexion",88,109.2,"2018-03-02 19:09:37"
1091,32,1,2,"flexion",118.1,120.9,"2018-03-02 19:09:47"
1092,32,1,2,"flexion",55.3,80.7,"2018-03-02 19:09:56"
1093,32,1,2,"flexion",86.5,105.7,"2018-03-02 19:10:06"
1094,32,1,2,"flexion",117.5,119.4,"2018-03-02 19:10:17"
1095,32,1,2,"flexion",64.8,99.2,"2018-03-02 19:10:41"
1096,32,1,2,"flexion",85.3,107.8,"2018-03-02 19:10:52"
1097,32,1,2,"flexion",120.4,132.7,"2018-03-02 19:11:03"
1098,32,1,2,"flexion",46.7,91.2,"2018-03-02 19:11:17"
1099,32,1,2,"flexion",86.5,104.9,"2018-03-02 19:11:28"
1100,32,1,2,"flexion",120.7,126.5,"2018-03-02 19:11:41"
1101,32,1,2,"flexion",56.9,70.7,"2018-03-02 19:11:50"
1102,32,1,2,"flexion",89.3,107.4,"2018-03-02 19:12:04"
1103,32,1,2,"flexion",120.6,114.2,"2018-03-02 19:12:17"
1104,33,1,1,"abduction",59.8,56.3,"2018-03-02 19:51:50"
1105,33,1,1,"abduction",89.4,74.1,"2018-03-02 19:52:02"
1106,33,1,1,"abduction",121.3,123.6,"2018-03-02 19:52:22"
1151,34,1,2,"flexion",123,120.6,"2018-03-02 20:37:09"
1152,34,1,2,"flexion",62.2,60.9,"2018-03-02 20:37:22"
1153,34,1,2,"flexion",91.4,91,"2018-03-02 20:37:36"
1154,34,1,2,"flexion",122.7,123.1,"2018-03-02 20:37:51"
1155,34,1,2,"flexion",63.4,64.4,"2018-03-02 20:38:10"
1156,34,1,2,"flexion",91.5,95.1,"2018-03-02 20:38:24"
1157,34,1,2,"flexion",119.4,119.1,"2018-03-02 20:38:40"
1158,34,1,2,"flexion",90.5,93,"2018-03-02 20:39:08"
1159,34,1,2,"flexion",120.2,118.4,"2018-03-02 20:39:23"
1160,34,1,2,"flexion",62.3,59.6,"2018-03-02 20:39:39"
1161,34,1,2,"flexion",89.2,93.2,"2018-03-02 20:39:57"
1162,34,1,2,"flexion",122.1,124.7,"2018-03-02 20:40:13"
1163,34,1,2,"flexion",60.5,63,"2018-03-02 20:40:34"
1164,35,1,1,"abduction",60.1,61,"2018-03-03 15:39:41"
1165,35,1,1,"abduction",90.9,94.2,"2018-03-03 15:39:57"
1166,35,1,1,"abduction",117.7,115.9,"2018-03-03 15:40:14"
1167,35,1,1,"abduction",60.1,72.7,"2018-03-03 15:40:31"
1168,35,1,1,"abduction",88.9,96.7,"2018-03-03 15:40:49"
1169,35,1,1,"abduction",120,120.2,"2018-03-03 15:41:06"
1170,35,1,1,"abduction",61.3,63.7,"2018-03-03 15:41:26"
1171,35,1,1,"abduction",91.9,94.8,"2018-03-03 15:41:44"
1172,35,1,1,"abduction",119.7,120.8,"2018-03-03 15:42:01"
1173,35,1,1,"abduction",60,73.4,"2018-03-03 15:42:19"
1174,35,1,1,"abduction",92.2,95.7,"2018-03-03 15:42:34"
1175,35,1,1,"abduction",118.8,116,"2018-03-03 15:42:50"
1176,35,1,1,"abduction",60.7,73.1,"2018-03-03 15:43:05"
1177,35,1,1,"abduction",87.6,92.8,"2018-03-03 15:43:21"
1178,35,1,1,"abduction",120.5,123.8,"2018-03-03 15:43:36"
1179,35,1,2,"flexion",59.4,69.6,"2018-03-03 15:44:30"
1180,35,1,2,"flexion",89.7,98.4,"2018-03-03 15:44:44"
1181,35,1,2,"flexion",120,117.2,"2018-03-03 15:45:03"
1182,35,1,2,"flexion",61.8,76.4,"2018-03-03 15:45:19"
1183,35,1,2,"flexion",89.3,97.2,"2018-03-03 15:45:35"
1184,35,1,2,"flexion",116.8,120,"2018-03-03 15:45:55"
1185,35,1,2,"flexion",57.1,76.7,"2018-03-03 15:46:17"
1186,35,1,2,"flexion",89.8,98.8,"2018-03-03 15:46:36"
1187,35,1,2,"flexion",119.2,121.7,"2018-03-03 15:46:55"
1188,35,1,2,"flexion",59.3,82.6,"2018-03-03 15:47:14"
1189,35,1,2,"flexion",87.3,99,"2018-03-03 15:47:32"
1190,35,1,2,"flexion",119.8,130.9,"2018-03-03 15:47:50"
1191,35,1,2,"flexion",57.6,85,"2018-03-03 15:48:10"
1192,35,1,2,"flexion",85.9,94.6,"2018-03-03 15:48:30"
1193,35,1,2,"flexion",117.2,124.3,"2018-03-03 15:48:51"
1194,36,1,1,"abduction",61.8,58.5,"2018-03-03 16:19:58"
1195,36,1,1,"abduction",92.6,90.1,"2018-03-03 16:20:17"
1196,36,1,1,"abduction",122.1,122,"2018-03-03 16:20:38"
1197,36,1,1,"abduction",62.6,73.8,"2018-03-03 16:20:57"
1198,36,1,1,"abduction",90.7,89.5,"2018-03-03 16:21:18"
1199,36,1,1,"abduction",122.6,126.8,"2018-03-03 16:21:37"
1200,36,1,1,"abduction",63.2,64.9,"2018-03-03 16:21:54"
1201,36,1,1,"abduction",92,98.6,"2018-03-03 16:22:14"
1202,36,1,1,"abduction",122,125.4,"2018-03-03 16:22:35"
1203,36,1,1,"abduction",61.4,64.6,"2018-03-03 16:22:54"
1204,36,1,1,"abduction",92.1,93.5,"2018-03-03 16:23:12"
1205,36,1,1,"abduction",122.7,123,"2018-03-03 16:23:31"
1206,36,1,1,"abduction",62.8,66.8,"2018-03-03 16:23:49"
1207,36,1,1,"abduction",91.4,98.7,"2018-03-03 16:24:07"
1208,36,1,1,"abduction",122.1,118.3,"2018-03-03 16:24:27"
1209,36,1,2,"flexion",61.5,65.3,"2018-03-03 16:25:42"
1210,36,1,2,"flexion",92,88.9,"2018-03-03 16:26:02"
1211,36,1,2,"flexion",121,124.8,"2018-03-03 16:26:45"
1212,36,1,2,"flexion",60.1,69.7,"2018-03-03 16:27:04"
1213,36,1,2,"flexion",92.4,90.1,"2018-03-03 16:27:20"
1214,36,1,2,"flexion",122.3,117.4,"2018-03-03 16:27:39"
1215,36,1,2,"flexion",63.8,68.6,"2018-03-03 16:27:53"
1216,36,1,2,"flexion",92,95.3,"2018-03-03 16:28:09"
1217,36,1,2,"flexion",121.5,129.3,"2018-03-03 16:28:28"
1218,36,1,2,"flexion",63.7,70,"2018-03-03 16:28:44"
1219,36,1,2,"flexion",93.4,94,"2018-03-03 16:29:00"
1220,36,1,2,"flexion",119.7,112.5,"2018-03-03 16:29:17"
1221,36,1,2,"flexion",63,71,"2018-03-03 16:29:33"
1222,36,1,2,"flexion",92.1,88.9,"2018-03-03 16:29:49"
1223,36,1,2,"flexion",120.7,123.3,"2018-03-03 16:30:08"
1224,37,1,1,"abduction",63.2,67.2,"2018-03-03 17:05:14"
1225,37,1,1,"abduction",89.9,93,"2018-03-03 17:05:30"
1226,37,1,1,"abduction",118.3,119.1,"2018-03-03 17:05:47"
1227,37,1,1,"abduction",60.5,64.7,"2018-03-03 17:06:01"
1228,37,1,1,"abduction",89.5,91.6,"2018-03-03 17:06:15"
1229,37,1,1,"abduction",119.6,122.1,"2018-03-03 17:06:30"
1230,37,1,1,"abduction",62.5,77,"2018-03-03 17:06:42"
1231,37,1,1,"abduction",90.7,89.2,"2018-03-03 17:06:56"
1232,37,1,1,"abduction",119.1,117.6,"2018-03-03 17:07:10"
1233,37,1,1,"abduction",59.9,64,"2018-03-03 17:07:23"
1234,37,1,1,"abduction",87.6,85.6,"2018-03-03 17:07:35"
1235,37,1,1,"abduction",121.6,119.9,"2018-03-03 17:07:49"
1236,37,1,1,"abduction",60.2,74.2,"2018-03-03 17:08:01"
1237,37,1,1,"abduction",90.1,89.9,"2018-03-03 17:08:13"
1238,37,1,1,"abduction",119.3,119.7,"2018-03-03 17:08:26"
1239,37,1,2,"flexion",62.3,71.9,"2018-03-03 17:09:55"
1240,37,1,2,"flexion",92.4,89.3,"2018-03-03 17:10:08"
1241,37,1,2,"flexion",120.5,109,"2018-03-03 17:10:22"
1242,37,1,2,"flexion",63.1,73.5,"2018-03-03 17:10:33"
1243,37,1,2,"flexion",89.1,84.1,"2018-03-03 17:10:45"
1244,37,1,2,"flexion",118,115.3,"2018-03-03 17:10:59"
1245,37,1,2,"flexion",62.4,73.1,"2018-03-03 17:11:13"
1246,37,1,2,"flexion",92.1,89,"2018-03-03 17:11:28"
1247,37,1,2,"flexion",116.1,109.4,"2018-03-03 17:11:42"
1248,37,1,2,"flexion",64.5,73.2,"2018-03-03 17:11:54"
1249,37,1,2,"flexion",90.4,83.3,"2018-03-03 17:12:09"
1250,37,1,2,"flexion",118.7,123.7,"2018-03-03 17:12:23"
1251,37,1,2,"flexion",61.4,66.8,"2018-03-03 17:12:37"
1252,37,1,2,"flexion",91.1,80.2,"2018-03-03 17:12:49"
1253,37,1,2,"flexion",117.8,119.8,"2018-03-03 17:13:04"
1254,38,1,1,"abduction",65.6,60.8,"2018-03-03 18:23:05"
1255,38,1,1,"abduction",93.5,91.4,"2018-03-03 18:23:17"
1256,38,1,1,"abduction",119.6,117.7,"2018-03-03 18:23:39"
1257,38,1,1,"abduction",66,59,"2018-03-03 18:23:51"
1258,38,1,1,"abduction",91.7,85.4,"2018-03-03 18:24:05"
1259,38,1,1,"abduction",119.7,120.7,"2018-03-03 18:24:18"
1260,38,1,1,"abduction",62.2,52.7,"2018-03-03 18:24:32"
1261,38,1,1,"abduction",91.9,85.4,"2018-03-03 18:24:45"
1262,38,1,1,"abduction",121.6,116.1,"2018-03-03 18:24:59"
1263,38,1,1,"abduction",64.9,54.4,"2018-03-03 18:25:12"
1264,38,1,1,"abduction",93.9,91.1,"2018-03-03 18:25:26"
1265,38,1,1,"abduction",116.8,117.6,"2018-03-03 18:25:40"
1266,38,1,1,"abduction",59.4,53.6,"2018-03-03 18:25:52"
1267,38,1,1,"abduction",87.8,83.3,"2018-03-03 18:26:04"
1268,38,1,1,"abduction",120.7,121.2,"2018-03-03 18:26:18"
1269,38,1,2,"flexion",64.1,65.3,"2018-03-03 18:28:50"
1270,38,1,2,"flexion",96.3,95.6,"2018-03-03 18:29:04"
1271,38,1,2,"flexion",121.5,119,"2018-03-03 18:29:18"
1272,38,1,2,"flexion",68.7,66.5,"2018-03-03 18:29:31"
1273,38,1,2,"flexion",95.6,94.7,"2018-03-03 18:29:44"
1274,38,1,2,"flexion",120,118.4,"2018-03-03 18:29:57"
1275,38,1,2,"flexion",59.9,55.3,"2018-03-03 18:30:11"
1276,38,1,2,"flexion",90.5,92.2,"2018-03-03 18:30:24"
1277,38,1,2,"flexion",118.2,116.4,"2018-03-03 18:30:38"
1278,38,1,2,"flexion",65,68.4,"2018-03-03 18:30:53"
1279,38,1,2,"flexion",91.9,86.5,"2018-03-03 18:31:06"
1280,38,1,2,"flexion",120.6,124.6,"2018-03-03 18:31:22"
1281,38,1,2,"flexion",60.2,57.2,"2018-03-03 18:31:34"
1282,38,1,2,"flexion",91.4,91.9,"2018-03-03 18:31:47"
1283,38,1,2,"flexion",119.4,120.4,"2018-03-03 18:32:01"
1284,39,1,1,"abduction",60.6,63.3,"2018-03-03 18:58:34"
1285,39,1,1,"abduction",90,81.8,"2018-03-03 18:58:46"
1286,39,1,1,"abduction",122.6,122.6,"2018-03-03 18:58:57"
1287,39,1,1,"abduction",60.7,60.4,"2018-03-03 18:59:08"
1288,39,1,1,"abduction",88.7,87.6,"2018-03-03 18:59:20"
1289,39,1,1,"abduction",121.1,112.9,"2018-03-03 18:59:31"
1290,39,1,1,"abduction",61.9,66.4,"2018-03-03 18:59:40"
1291,39,1,1,"abduction",90.9,90.7,"2018-03-03 18:59:51"
1292,39,1,1,"abduction",120.4,113.2,"2018-03-03 19:00:02"
1293,39,1,1,"abduction",60.9,70.4,"2018-03-03 19:00:15"
1294,39,1,1,"abduction",91,85.6,"2018-03-03 19:00:25"
1295,39,1,1,"abduction",118,114.6,"2018-03-03 19:00:36"
1296,39,1,1,"abduction",60.4,65.4,"2018-03-03 19:00:47"
1297,39,1,1,"abduction",90.1,78.9,"2018-03-03 19:00:56"
1298,39,1,1,"abduction",124.7,123.5,"2018-03-03 19:01:07"
1299,39,1,2,"flexion",61.3,65.4,"2018-03-03 19:02:21"
1300,39,1,2,"flexion",90.8,89,"2018-03-03 19:02:31"
1301,39,1,2,"flexion",121,116.5,"2018-03-03 19:02:44"
1302,39,1,2,"flexion",62.6,69.6,"2018-03-03 19:02:55"
1303,39,1,2,"flexion",93,93.6,"2018-03-03 19:03:07"
1304,39,1,2,"flexion",119.9,114.9,"2018-03-03 19:03:18"
1305,39,1,2,"flexion",62.3,68.4,"2018-03-03 19:03:29"
1306,39,1,2,"flexion",90.2,92.2,"2018-03-03 19:04:22"
1307,39,1,2,"flexion",120.7,122.2,"2018-03-03 19:04:33"
1308,39,1,2,"flexion",61,66.5,"2018-03-03 19:04:44"
1309,39,1,2,"flexion",90.8,92,"2018-03-03 19:04:55"
1310,39,1,2,"flexion",120.7,121.8,"2018-03-03 19:05:33"
1311,39,1,2,"flexion",60.8,69.8,"2018-03-03 19:05:44"
1312,39,1,2,"flexion",90.5,92.7,"2018-03-03 19:05:58"
1313,39,1,2,"flexion",119.1,120.3,"2018-03-03 19:06:09"
1314,40,1,1,"abduction",61.8,59.7,"2018-03-04 11:39:24"
1315,40,1,1,"abduction",89.4,87.8,"2018-03-04 11:39:45"
1316,40,1,1,"abduction",117.6,113.5,"2018-03-04 11:40:09"
1317,40,1,1,"abduction",66.2,65.7,"2018-03-04 11:40:27"
1318,40,1,1,"abduction",88.8,86,"2018-03-04 11:40:46"
1319,40,1,1,"abduction",118.8,118.3,"2018-03-04 11:41:10"
1320,40,1,1,"abduction",59,60.2,"2018-03-04 11:41:29"
1321,40,1,1,"abduction",88,85.5,"2018-03-04 11:41:47"
1322,40,1,1,"abduction",116.8,109.1,"2018-03-04 11:42:07"
1323,40,1,1,"abduction",64.5,64.5,"2018-03-04 11:42:23"
1324,40,1,1,"abduction",85.7,86.4,"2018-03-04 11:42:39"
1325,40,1,1,"abduction",117.5,122.9,"2018-03-04 11:43:00"
1326,40,1,1,"abduction",62.2,57,"2018-03-04 11:43:16"
1371,41,1,2,"flexion",59.2,65.6,"2018-03-04 12:30:49"
1372,41,1,2,"flexion",93.4,94.6,"2018-03-04 12:30:58"
1373,41,1,2,"flexion",120.6,116.6,"2018-03-04 12:31:10"
1374,42,1,1,"abduction",60.7,59.3,"2018-03-04 13:05:01"
1375,42,1,1,"abduction",88.4,92.1,"2018-03-04 13:05:13"
1376,42,1,1,"abduction",115.6,116.6,"2018-03-04 13:05:27"
1377,42,1,1,"abduction",58.9,69.2,"2018-03-04 13:05:40"
1378,42,1,1,"abduction",90,90.1,"2018-03-04 13:05:52"
1379,42,1,1,"abduction",116.5,118.5,"2018-03-04 13:06:06"
1380,42,1,1,"abduction",61.6,79.9,"2018-03-04 13:06:19"
1381,42,1,1,"abduction",90.6,94.1,"2018-03-04 13:06:33"
1382,42,1,1,"abduction",117.3,119.1,"2018-03-04 13:06:46"
1383,42,1,1,"abduction",61.3,73.6,"2018-03-04 13:06:58"
1384,42,1,1,"abduction",90.5,89.9,"2018-03-04 13:07:12"
1385,42,1,1,"abduction",116.5,119.3,"2018-03-04 13:07:25"
1386,42,1,1,"abduction",58.8,65.6,"2018-03-04 13:07:39"
1387,42,1,1,"abduction",90.1,84.7,"2018-03-04 13:07:52"
1388,42,1,1,"abduction",119,119,"2018-03-04 13:08:07"
1389,42,1,2,"flexion",64.4,61.6,"2018-03-04 13:09:07"
1390,42,1,2,"flexion",90.4,87.1,"2018-03-04 13:09:18"
1391,42,1,2,"flexion",117,110.6,"2018-03-04 13:09:31"
1392,42,1,2,"flexion",64.5,70.9,"2018-03-04 13:09:44"
1393,42,1,2,"flexion",90.3,87.1,"2018-03-04 13:09:59"
1394,42,1,2,"flexion",112.7,107.1,"2018-03-04 13:10:13"
1395,42,1,2,"flexion",61,66.8,"2018-03-04 13:10:26"
1396,42,1,2,"flexion",92,91.5,"2018-03-04 13:10:39"
1397,42,1,2,"flexion",119.9,121.9,"2018-03-04 13:10:53"
1398,42,1,2,"flexion",60.7,63,"2018-03-04 13:11:16"
1399,42,1,2,"flexion",91.2,85.8,"2018-03-04 13:11:28"
1400,42,1,2,"flexion",114,105.1,"2018-03-04 13:11:42"
1401,42,1,2,"flexion",61.6,64.4,"2018-03-04 13:11:54"
1402,42,1,2,"flexion",90.7,85.5,"2018-03-04 13:12:06"
1403,42,1,2,"flexion",118.9,113.7,"2018-03-04 13:12:22"
1404,43,1,1,"abduction",61.3,61.6,"2018-03-04 13:45:25"
1405,43,1,1,"abduction",89.8,91.1,"2018-03-04 13:45:37"
1406,43,1,1,"abduction",121.4,120.8,"2018-03-04 13:45:50"
1407,43,1,1,"abduction",59,61.3,"2018-03-04 13:46:02"
1408,43,1,1,"abduction",92.5,94.3,"2018-03-04 13:46:13"
1409,43,1,1,"abduction",122.6,127,"2018-03-04 13:46:25"
1410,43,1,1,"abduction",57.7,62.8,"2018-03-04 13:46:36"
1411,43,1,1,"abduction",89.8,101,"2018-03-04 13:46:47"
1412,43,1,1,"abduction",121.7,119.7,"2018-03-04 13:46:59"
1413,43,1,1,"abduction",59.6,60.5,"2018-03-04 13:47:10"
1414,43,1,1,"abduction",92.6,94.3,"2018-03-04 13:47:22"
1107,33,1,1,"abduction",58.5,55.1,"2018-03-02 19:52:36"
1108,33,1,1,"abduction",90.3,101.9,"2018-03-02 19:52:54"
1109,33,1,1,"abduction",118.5,122.7,"2018-03-02 19:53:18"
1110,33,1,1,"abduction",62.7,58.2,"2018-03-02 19:53:33"
1111,33,1,1,"abduction",90.1,95.4,"2018-03-02 19:53:46"
1112,33,1,1,"abduction",120.7,120.2,"2018-03-02 19:54:01"
1113,33,1,1,"abduction",60.2,77.8,"2018-03-02 19:54:14"
1114,33,1,1,"abduction",88.8,84.3,"2018-03-02 19:54:28"
1115,33,1,1,"abduction",120.6,119.9,"2018-03-02 19:54:41"
1116,33,1,1,"abduction",62.1,65.2,"2018-03-02 19:55:00"
1117,33,1,1,"abduction",90,95.2,"2018-03-02 19:55:13"
1118,33,1,1,"abduction",117.7,112.4,"2018-03-02 19:55:26"
1119,33,1,2,"flexion",61.6,56.1,"2018-03-02 19:58:01"
1120,33,1,2,"flexion",88.7,90.1,"2018-03-02 19:58:18"
1121,33,1,2,"flexion",117.7,112.8,"2018-03-02 19:59:13"
1122,33,1,2,"flexion",60.4,78.5,"2018-03-02 19:59:26"
1123,33,1,2,"flexion",89.8,87.8,"2018-03-02 19:59:36"
1124,33,1,2,"flexion",119.9,122.4,"2018-03-02 19:59:52"
1125,33,1,2,"flexion",61.2,64.6,"2018-03-02 20:00:05"
