"Nr","ID","Examination_nr","Examination_type_nr","Task_type","target","performed","Date"
1126,33,1,2,"flexion",90.9,94.1,"2018-03-02 20:00:17"
1127,33,1,2,"flexion",120.4,107.8,"2018-03-02 20:00:32"
1128,33,1,2,"flexion",63.6,71.9,"2018-03-02 20:00:43"
1129,33,1,2,"flexion",92,93.6,"2018-03-02 20:00:57"
1130,33,1,2,"flexion",118.1,117.5,"2018-03-02 20:01:08"
1131,33,1,2,"flexion",62.4,69,"2018-03-02 20:01:18"
1132,33,1,2,"flexion",90.5,91.9,"2018-03-02 20:01:29"
1133,33,1,2,"flexion",121.4,114.7,"2018-03-02 20:01:42"
1134,34,1,1,"abduction",61.9,65.6,"2018-03-02 20:31:52"
1135,34,1,1,"abduction",92,96.3,"2018-03-02 20:32:20"
1136,34,1,1,"abduction",125.9,127.9,"2018-03-02 20:32:36"
1137,34,1,1,"abduction",61.6,62.5,"2018-03-02 20:32:53"
1138,34,1,1,"abduction",92.1,94.6,"2018-03-02 20:33:06"
1139,34,1,1,"abduction",119.3,122,"2018-03-02 20:33:23"
1140,34,1,1,"abduction",62.2,61.6,"2018-03-02 20:33:36"
1141,34,1,1,"abduction",90.9,89.1,"2018-03-02 20:33:51"
1142,34,1,1,"abduction",120.5,117.3,"2018-03-02 20:34:07"
1143,34,1,1,"abduction",63.6,60.8,"2018-03-02 20:34:20"
1144,34,1,1,"abduction",89.6,98.5,"2018-03-02 20:34:35"
1145,34,1,1,"abduction",119.7,120.1,"2018-03-02 20:34:50"
1146,34,1,1,"abduction",60.6,58.5,"2018-03-02 20:35:07"
1147,34,1,1,"abduction",93.4,91.8,"2018-03-02 20:35:22"
1148,34,1,1,"abduction",121.4,119.7,"2018-03-02 20:35:38"
1149,34,1,2,"flexion",60.3,62.3,"2018-03-02 20:36:39"
1150,34,1,2,"flexion",89.5,93.8,"2018-03-02 20:36:55"
1327,40,1,1,"abduction",87.3,87.3,"2018-03-04 11:43:33"
1328,40,1,1,"abduction",118.4,115.4,"2018-03-04 11:43:48"
1329,40,1,2,"flexion",63.1,66,"2018-03-04 11:46:42"
1330,40,1,2,"flexion",89.4,87.2,"2018-03-04 11:46:56"
1331,40,1,2,"flexion",118.5,112.4,"2018-03-04 11:47:16"
1332,40,1,2,"flexion",63.1,67.3,"2018-03-04 11:47:32"
1333,40,1,2,"flexion",90,92,"2018-03-04 11:47:52"
1334,40,1,2,"flexion",120,116.2,"2018-03-04 11:48:10"
1335,40,1,2,"flexion",58.8,64,"2018-03-04 11:48:27"
1336,40,1,2,"flexion",90.3,97.9,"2018-03-04 11:48:44"
1337,40,1,2,"flexion",120,117.7,"2018-03-04 11:49:16"
1338,40,1,2,"flexion",66.3,71.3,"2018-03-04 11:49:30"
1339,40,1,2,"flexion",91.7,89.9,"2018-03-04 11:49:47"
1340,40,1,2,"flexion",119.6,114.6,"2018-03-04 11:50:04"
1341,40,1,2,"flexion",60.5,62.4,"2018-03-04 11:50:19"
1342,40,1,2,"flexion",89,88.9,"2018-03-04 11:50:33"
1343,40,1,2,"flexion",121.7,122.8,"2018-03-04 11:50:48"
1344,41,1,1,"abduction",60.9,74.3,"2018-03-04 12:24:21"
1345,41,1,1,"abduction",91.3,97.5,"2018-03-04 12:24:32"
1346,41,1,1,"abduction",123.2,127.4,"2018-03-04 12:24:46"
1347,41,1,1,"abduction",58,63.9,"2018-03-04 12:24:56"
1348,41,1,1,"abduction",90.6,95.9,"2018-03-04 12:25:06"
1349,41,1,1,"abduction",120.2,125.4,"2018-03-04 12:25:18"
1350,41,1,1,"abduction",59.5,61.8,"2018-03-04 12:25:30"
1351,41,1,1,"abduction",86.1,85.5,"2018-03-04 12:25:40"
1352,41,1,1,"abduction",121.9,119.6,"2018-03-04 12:25:53"
1353,41,1,1,"abduction",61.1,68.8,"2018-03-04 12:26:11"
1354,41,1,1,"abduction",89.7,94.8,"2018-03-04 12:26:23"
1355,41,1,1,"abduction",121.2,122.9,"2018-03-04 12:26:34"
1356,41,1,1,"abduction",62.5,64.3,"2018-03-04 12:26:45"
1357,41,1,1,"abduction",91.6,95.2,"2018-03-04 12:26:56"
1358,41,1,1,"abduction",118.7,117.4,"2018-03-04 12:27:08"
1359,41,1,2,"flexion",60.9,61.5,"2018-03-04 12:28:19"
1360,41,1,2,"flexion",91,100,"2018-03-04 12:28:49"
1361,41,1,2,"flexion",120.2,116.3,"2018-03-04 12:29:01"
1362,41,1,2,"flexion",60.6,68.9,"2018-03-04 12:29:12"
1363,41,1,2,"flexion",92.6,95.1,"2018-03-04 12:29:22"
1364,41,1,2,"flexion",119,115.4,"2018-03-04 12:29:35"
1365,41,1,2,"flexion",59.6,62.9,"2018-03-04 12:29:46"
1366,41,1,2,"flexion",94.6,95.2,"2018-03-04 12:29:56"
1367,41,1,2,"flexion",121.9,119,"2018-03-04 12:30:07"
1368,41,1,2,"flexion",61.2,65.8,"2018-03-04 12:30:18"
1369,41,1,2,"flexion",90.9,95.9,"2018-03-04 12:30:28"
1370,41,1,2,"flexion",119.6,114.3,"2018-03-04 12:30:39"
1503,46,1,1,"abduction",63.3,63.1,"2018-03-04 16:58:54"
1504,46,1,1,"abduction",93.2,100.5,"2018-03-04 16:59:06"
1505,46,1,1,"abduction",121.8,124.8,"2018-03-04 16:59:21"
1506,46,1,1,"abduction",61,56.3,"2018-03-04 16:59:34"
1507,46,1,1,"abduction",92.4,93.9,"2018-03-04 16:59:46"
1508,46,1,1,"abduction",121,126,"2018-03-04 16:59:58"
1509,46,1,2,"flexion",63.8,62.2,"2018-03-04 17:01:01"
1510,46,1,2,"flexion",94.3,98.6,"2018-03-04 17:01:13"
1511,46,1,2,"flexion",124.9,127.2,"2018-03-04 17:01:26"
1512,46,1,2,"flexion",63,64.1,"2018-03-04 17:01:39"
1513,46,1,2,"flexion",93.5,100.4,"2018-03-04 17:01:53"
1514,46,1,2,"flexion",121.7,121.9,"2018-03-04 17:02:05"
1515,46,1,2,"flexion",62.7,70.1,"2018-03-04 17:02:17"
1516,46,1,2,"flexion",95.2,99.5,"2018-03-04 17:02:31"
1517,46,1,2,"flexion",121.1,126.4,"2018-03-04 17:02:44"
1518,46,1,2,"flexion",60.7,65.1,"2018-03-04 17:02:55"
1519,46,1,2,"flexion",93.8,96.2,"2018-03-04 17:03:09"
1520,46,1,2,"flexion",119.9,122.5,"2018-03-04 17:03:23"
1521,46,1,2,"flexion",61.9,67.4,"2018-03-04 17:03:36"
1522,46,1,2,"flexion",91.2,93.6,"2018-03-04 17:04:07"
1523,46,1,2,"flexion",122.4,127,"2018-03-04 17:04:20"
1524,47,1,1,"abduction",60.5,61.6,"2018-03-04 17:44:54"
1525,47,1,1,"abduction",90.9,96.9,"2018-03-04 17:45:10"
1526,47,1,1,"abduction",118.9,118.6,"2018-03-04 17:45:25"
1527,47,1,1,"abduction",61.8,65.7,"2018-03-04 17:45:39"
1528,47,1,1,"abduction",90.6,92.9,"2018-03-04 17:45:51"
1529,47,1,1,"abduction",120,122.4,"2018-03-04 17:46:04"
1530,47,1,1,"abduction",61.3,61.9,"2018-03-04 17:46:16"
1531,47,1,1,"abduction",89.2,89.4,"2018-03-04 17:46:28"
1532,47,1,1,"abduction",120.1,119.4,"2018-03-04 17:46:42"
1533,47,1,1,"abduction",61,69,"2018-03-04 17:46:54"
1534,47,1,1,"abduction",89.5,89.5,"2018-03-04 17:47:05"
1535,47,1,1,"abduction",121.5,121.3,"2018-03-04 17:47:18"
1536,47,1,1,"abduction",62.1,69.5,"2018-03-04 17:47:29"
1537,47,1,1,"abduction",91.9,97.2,"2018-03-04 17:47:41"
1538,47,1,1,"abduction",120.1,127,"2018-03-04 17:47:52"
1539,47,1,2,"flexion",61.2,67.8,"2018-03-04 17:48:57"
1540,47,1,2,"flexion",92.6,95.2,"2018-03-04 17:49:08"
1541,47,1,2,"flexion",119.8,118.3,"2018-03-04 17:49:21"
1542,47,1,2,"flexion",61.3,72.5,"2018-03-04 17:49:33"
1543,47,1,2,"flexion",90.4,93.6,"2018-03-04 17:49:44"
1544,47,1,2,"flexion",118.7,117.4,"2018-03-04 17:49:58"
1545,47,1,2,"flexion",62.1,75.3,"2018-03-04 17:50:09"
1546,47,1,2,"flexion",90,96.8,"2018-03-04 17:50:21"
1591,49,1,1,"abduction",89.4,90.7,"2018-03-04 19:06:07"
1592,49,1,1,"abduction",123.2,123.9,"2018-03-04 19:06:16"
1593,49,1,1,"abduction",59.9,65,"2018-03-04 19:06:25"
1594,49,1,1,"abduction",90.3,90.4,"2018-03-04 19:06:34"
1595,49,1,1,"abduction",124.4,122.6,"2018-03-04 19:06:43"
1596,49,1,1,"abduction",60.4,65.9,"2018-03-04 19:06:52"
1597,49,1,1,"abduction",91,90.5,"2018-03-04 19:07:00"
1598,49,1,1,"abduction",122.1,129.1,"2018-03-04 19:07:11"
1599,49,1,2,"flexion",61,44,"2018-03-04 19:08:06"
1600,49,1,2,"flexion",88.4,88.3,"2018-03-04 19:08:16"
1601,49,1,2,"flexion",122,118.9,"2018-03-04 19:08:26"
1602,49,1,2,"flexion",62.9,65,"2018-03-04 19:08:35"
1603,49,1,2,"flexion",91.9,93.2,"2018-03-04 19:08:47"
1604,49,1,2,"flexion",119,106.3,"2018-03-04 19:08:56"
1605,49,1,2,"flexion",64,62.6,"2018-03-04 19:09:06"
1606,49,1,2,"flexion",90.9,92,"2018-03-04 19:09:15"
1607,49,1,2,"flexion",120.9,119.2,"2018-03-04 19:09:25"
1608,49,1,2,"flexion",58.6,55,"2018-03-04 19:09:34"
1609,49,1,2,"flexion",90.9,87.1,"2018-03-04 19:09:41"
1610,49,1,2,"flexion",120.6,119.4,"2018-03-04 19:09:51"
1611,49,1,2,"flexion",62.3,65.7,"2018-03-04 19:10:00"
1612,49,1,2,"flexion",88.8,84,"2018-03-04 19:10:09"
1613,49,1,2,"flexion",119,115.7,"2018-03-04 19:10:18"
1415,43,1,1,"abduction",120.6,123.2,"2018-03-04 13:47:32"
1416,43,1,1,"abduction",60.1,65.8,"2018-03-04 13:47:43"
1417,43,1,1,"abduction",91.2,99.9,"2018-03-04 13:47:54"
1418,43,1,1,"abduction",121.1,121.3,"2018-03-04 13:48:06"
1419,43,1,2,"flexion",62.4,61.4,"2018-03-04 13:49:09"
1420,43,1,2,"flexion",92.4,97,"2018-03-04 13:49:19"
1421,43,1,2,"flexion",119.9,122.5,"2018-03-04 13:49:30"
1422,43,1,2,"flexion",58.5,65.7,"2018-03-04 13:49:42"
1423,43,1,2,"flexion",90.8,95.8,"2018-03-04 13:49:56"
1424,43,1,2,"flexion",121,120.4,"2018-03-04 13:50:08"
1425,43,1,2,"flexion",59.1,63.3,"2018-03-04 13:50:18"
1426,43,1,2,"flexion",93.7,89.2,"2018-03-04 13:50:56"
1427,43,1,2,"flexion",120.7,123.8,"2018-03-04 13:51:08"
1428,43,1,2,"flexion",59.5,62.3,"2018-03-04 13:51:19"
1429,43,1,2,"flexion",90.4,90.3,"2018-03-04 13:51:32"
1430,43,1,2,"flexion",121.5,125.3,"2018-03-04 13:51:44"
1431,43,1,2,"flexion",60.9,58.4,"2018-03-04 13:52:12"
1432,43,1,2,"flexion",92.1,92.9,"2018-03-04 13:52:24"
1433,43,1,2,"flexion",120.7,122.1,"2018-03-04 13:52:37"
1434,44,1,1,"abduction",56.1,47.4,"2018-03-04 15:18:27"
1435,44,1,1,"abduction",90.4,100.5,"2018-03-04 15:18:47"
1436,44,1,1,"abduction",119.7,120.4,"2018-03-04 15:19:12"
1437,44,1,1,"abduction",63,65.6,"2018-03-04 15:19:33"
1438,44,1,1,"abduction",90.1,89.7,"2018-03-04 15:19:51"
1439,44,1,1,"abduction",118.7,111.5,"2018-03-04 15:20:11"
1440,44,1,1,"abduction",64.2,60.9,"2018-03-04 15:20:26"
1441,44,1,1,"abduction",90.1,91,"2018-03-04 15:20:45"
1442,44,1,1,"abduction",119.2,115,"2018-03-04 15:21:04"
1443,44,1,1,"abduction",60.6,68.8,"2018-03-04 15:21:22"
1444,44,1,1,"abduction",89.7,88.4,"2018-03-04 15:21:39"
1445,44,1,1,"abduction",118.1,113.9,"2018-03-04 15:21:57"
1446,44,1,1,"abduction",60.6,54.3,"2018-03-04 15:22:13"
1447,44,1,1,"abduction",91.4,86.5,"2018-03-04 15:22:29"
1448,44,1,1,"abduction",121,118.8,"2018-03-04 15:22:47"
1449,44,1,2,"flexion",62,64.2,"2018-03-04 15:24:05"
1450,44,1,2,"flexion",92,91.1,"2018-03-04 15:24:23"
1451,44,1,2,"flexion",118.4,116,"2018-03-04 15:24:45"
1452,44,1,2,"flexion",61.4,66.2,"2018-03-04 15:25:13"
1453,44,1,2,"flexion",91.2,92.4,"2018-03-04 15:25:29"
1454,44,1,2,"flexion",119,114.7,"2018-03-04 15:25:47"
1455,44,1,2,"flexion",56.3,59.4,"2018-03-04 15:26:04"
1456,44,1,2,"flexion",90.1,95.3,"2018-03-04 15:26:21"
1457,44,1,2,"flexion",118.5,116.3,"2018-03-04 15:26:39"
1458,44,1,2,"flexion",58.4,63.4,"2018-03-04 15:26:56"
1459,44,1,2,"flexion",91.4,89.8,"2018-03-04 15:27:12"
1460,44,1,2,"flexion",114.2,113.2,"2018-03-04 15:27:31"
1461,44,1,2,"flexion",64.8,68.7,"2018-03-04 15:27:46"
1462,44,1,2,"flexion",92.8,90.8,"2018-03-04 15:28:01"
1463,44,1,2,"flexion",118.8,117.2,"2018-03-04 15:28:20"
1464,45,1,1,"abduction",60,66.5,"2018-03-04 16:07:06"
1465,45,1,1,"abduction",89.5,96.5,"2018-03-04 16:07:17"
1466,45,1,1,"abduction",119.4,131.9,"2018-03-04 16:07:30"
1467,45,1,1,"abduction",61.4,75,"2018-03-04 16:07:42"
1468,45,1,1,"abduction",92.8,98,"2018-03-04 16:07:54"
1469,45,1,1,"abduction",124.5,124.6,"2018-03-04 16:08:05"
1470,45,1,1,"abduction",57.9,75.8,"2018-03-04 16:08:18"
1471,45,1,1,"abduction",91.2,99.9,"2018-03-04 16:08:30"
1472,45,1,1,"abduction",120.4,127.8,"2018-03-04 16:08:43"
1473,45,1,1,"abduction",57.3,76.4,"2018-03-04 16:08:53"
1474,45,1,1,"abduction",91.4,96.2,"2018-03-04 16:09:02"
1475,45,1,1,"abduction",124.1,120.2,"2018-03-04 16:09:15"
1476,45,1,1,"abduction",58.7,65.4,"2018-03-04 16:09:27"
1477,45,1,1,"abduction",89.4,91.8,"2018-03-04 16:09:38"
1478,45,1,1,"abduction",119.6,118.3,"2018-03-04 16:09:52"
1479,45,1,2,"flexion",61,74.8,"2018-03-04 16:11:49"
1480,45,1,2,"flexion",89.2,89.3,"2018-03-04 16:12:02"
1481,45,1,2,"flexion",121.5,119.7,"2018-03-04 16:12:17"
1482,45,1,2,"flexion",61.8,81.8,"2018-03-04 16:12:28"
1483,45,1,2,"flexion",91.8,94.3,"2018-03-04 16:12:39"
1484,45,1,2,"flexion",122.4,119.6,"2018-03-04 16:12:53"
1485,45,1,2,"flexion",60.6,84,"2018-03-04 16:13:05"
1486,45,1,2,"flexion",90.5,91.8,"2018-03-04 16:13:18"
1487,45,1,2,"flexion",122.7,120.7,"2018-03-04 16:13:31"
1488,45,1,2,"flexion",61.9,77,"2018-03-04 16:13:43"
1489,45,1,2,"flexion",88.9,91.2,"2018-03-04 16:13:55"
1490,45,1,2,"flexion",123.2,124.7,"2018-03-04 16:14:06"
1491,45,1,2,"flexion",57.3,75.6,"2018-03-04 16:14:17"
1492,45,1,2,"flexion",91.6,90.5,"2018-03-04 16:14:27"
1493,45,1,2,"flexion",121.8,115.4,"2018-03-04 16:14:38"
1494,46,1,1,"abduction",63.4,68.8,"2018-03-04 16:56:31"
1495,46,1,1,"abduction",91.7,90.9,"2018-03-04 16:56:48"
1496,46,1,1,"abduction",117.9,121.2,"2018-03-04 16:57:11"
1497,46,1,1,"abduction",65.1,70,"2018-03-04 16:57:26"
1498,46,1,1,"abduction",90.1,97.9,"2018-03-04 16:57:41"
1499,46,1,1,"abduction",118.5,124.6,"2018-03-04 16:57:56"
1500,46,1,1,"abduction",60.2,59.5,"2018-03-04 16:58:10"
1501,46,1,1,"abduction",91.3,90.3,"2018-03-04 16:58:27"
1502,46,1,1,"abduction",118.7,125.1,"2018-03-04 16:58:43"
1547,47,1,2,"flexion",118.9,120.2,"2018-03-04 17:50:35"
1548,47,1,2,"flexion",61.1,70.5,"2018-03-04 17:50:47"
1549,47,1,2,"flexion",91.6,97.4,"2018-03-04 17:50:58"
1550,47,1,2,"flexion",119.1,122.2,"2018-03-04 17:51:09"
1551,47,1,2,"flexion",60.3,71.2,"2018-03-04 17:51:19"
1552,47,1,2,"flexion",89.9,98,"2018-03-04 17:51:29"
1553,47,1,2,"flexion",115.5,114.8,"2018-03-04 17:51:41"
1554,48,1,1,"abduction",64.5,69.4,"2018-03-04 18:26:52"
1555,48,1,1,"abduction",89.8,92.3,"2018-03-04 18:27:12"
1556,48,1,1,"abduction",122,136.2,"2018-03-04 18:27:25"
1557,48,1,1,"abduction",63.3,75.7,"2018-03-04 18:27:40"
1558,48,1,1,"abduction",92.8,96.5,"2018-03-04 18:27:53"
1559,48,1,1,"abduction",125.6,134.6,"2018-03-04 18:28:07"
1560,48,1,1,"abduction",59.8,75.3,"2018-03-04 18:28:19"
1561,48,1,1,"abduction",92.9,103.1,"2018-03-04 18:28:33"
1562,48,1,1,"abduction",120.9,126.3,"2018-03-04 18:28:48"
1563,48,1,1,"abduction",61.4,68,"2018-03-04 18:29:00"
1564,48,1,1,"abduction",90.8,99.9,"2018-03-04 18:29:12"
1565,48,1,1,"abduction",119.1,132.5,"2018-03-04 18:29:25"
1566,48,1,1,"abduction",56.1,76.1,"2018-03-04 18:29:39"
1567,48,1,1,"abduction",94,100.9,"2018-03-04 18:29:52"
1568,48,1,1,"abduction",118.7,122.8,"2018-03-04 18:30:07"
1569,48,1,2,"flexion",64.8,79.6,"2018-03-04 18:31:15"
1570,48,1,2,"flexion",96.6,100.8,"2018-03-04 18:31:27"
1571,48,1,2,"flexion",123.2,119.2,"2018-03-04 18:31:41"
1572,48,1,2,"flexion",61.7,74.9,"2018-03-04 18:31:52"
1573,48,1,2,"flexion",93.2,95.2,"2018-03-04 18:32:05"
1574,48,1,2,"flexion",121.3,119.1,"2018-03-04 18:32:18"
1575,48,1,2,"flexion",62,84.4,"2018-03-04 18:32:29"
1576,48,1,2,"flexion",92.9,97.8,"2018-03-04 18:32:41"
1577,48,1,2,"flexion",120.2,119.2,"2018-03-04 18:32:56"
1578,48,1,2,"flexion",64.4,79,"2018-03-04 18:33:08"
1579,48,1,2,"flexion",94.5,98,"2018-03-04 18:33:21"
1580,48,1,2,"flexion",118.1,122,"2018-03-04 18:33:34"
1581,48,1,2,"flexion",60.6,75.6,"2018-03-04 18:33:46"
1582,48,1,2,"flexion",93.6,93.8,"2018-03-04 18:33:59"
1583,48,1,2,"flexion",121.5,125.5,"2018-03-04 18:34:12"
1584,49,1,1,"abduction",61.3,57,"2018-03-04 19:04:55"
1585,49,1,1,"abduction",91.1,91,"2018-03-04 19:05:05"
1586,49,1,1,"abduction",125.2,127.8,"2018-03-04 19:05:15"
1587,49,1,1,"abduction",63.4,62.8,"2018-03-04 19:05:24"
1588,49,1,1,"abduction",93.8,91.5,"2018-03-04 19:05:32"
1589,49,1,1,"abduction",115.9,125.2,"2018-03-04 19:05:47"
1590,49,1,1,"abduction",62.3,70.9,"2018-03-04 19:05:57"
111,50,1,1,"abduction",58.1,55.1,"2018-02-21 16:29:17"
112,50,1,1,"abduction",90.3,89.5,"2018-02-21 16:29:31"
113,50,1,1,"abduction",122.6,118.9,"2018-02-21 16:29:48"
114,50,1,1,"abduction",57.2,58.5,"2018-02-21 16:30:06"
115,50,1,1,"abduction",89.4,91.9,"2018-02-21 16:30:21"
116,50,1,1,"abduction",122.6,122,"2018-02-21 16:30:35"
117,50,1,1,"abduction",122,114.1,"2018-02-21 16:31:22"
118,50,1,1,"abduction",55.5,57.9,"2018-02-21 16:31:37"
119,50,1,1,"abduction",90.3,92.2,"2018-02-21 16:31:51"
120,50,1,1,"abduction",124.8,117.1,"2018-02-21 16:32:06"
121,50,1,1,"abduction",124.8,116.9,"2018-02-21 16:32:23"
122,50,1,1,"abduction",50.9,57.2,"2018-02-21 16:32:39"
123,50,1,1,"abduction",91.9,95.4,"2018-02-21 16:32:52"
124,50,1,1,"abduction",54.3,54.8,"2018-02-21 16:33:14"
125,50,1,1,"abduction",91.3,98.2,"2018-02-21 16:33:38"
126,50,1,2,"flexion",59.3,63.2,"2018-02-21 16:34:58"
127,50,1,2,"flexion",92.6,87.8,"2018-02-21 16:35:35"
128,50,1,2,"flexion",118.1,113.3,"2018-02-21 16:35:56"
129,50,1,2,"flexion",64.5,83.3,"2018-02-21 16:36:11"
130,50,1,2,"flexion",90.5,89.5,"2018-02-21 16:36:56"
131,50,1,2,"flexion",119.6,115.7,"2018-02-21 16:37:10"
132,50,1,2,"flexion",60.6,92.4,"2018-02-21 16:37:27"
133,50,1,2,"flexion",93.2,98.3,"2018-02-21 16:37:57"
134,50,1,2,"flexion",120.8,119.6,"2018-02-21 16:38:13"
135,50,1,2,"flexion",65.1,86.2,"2018-02-21 16:38:27"
136,50,1,2,"flexion",93.4,98.5,"2018-02-21 16:38:43"
137,50,1,2,"flexion",118.2,117.4,"2018-02-21 16:38:58"
138,50,1,2,"flexion",60.7,87.2,"2018-02-21 16:39:14"
139,50,1,2,"flexion",93.6,93.8,"2018-02-21 16:39:30"
140,50,1,2,"flexion",119.2,118.8,"2018-02-21 16:39:48"
